Date Time;ACT;Angle;Spin 
2018-06-27 21:23:50;2.12;8;10
2018-06-27 21:24:00;2.19;8;10
2018-06-27 21:24:10;2.12;8;10
2018-06-27 21:24:20;2.06;8;10
2018-06-27 21:24:30;2.06;8;10
2018-06-27 21:24:40;2.12;8;10
2018-06-27 21:24:50;3.06;7;10
2018-06-27 21:25:00;2.69;7;10
2018-06-27 21:25:10;2.31;7;10
2018-06-27 21:25:20;2.31;7;10
2018-06-27 21:25:30;2.12;8;10
2018-06-27 21:25:40;2.12;7;10
2018-06-27 21:25:50;2.56;7;10
2018-06-27 21:26:00;2.12;8;10
2018-06-27 21:26:10;2.19;8;10
2018-06-27 21:26:20;2.19;8;10
2018-06-27 21:26:30;4.06;8;10
2018-06-27 21:26:40;3.69;8;10
2018-06-27 21:26:50;2.19;8;10
2018-06-27 21:27:00;1.94;8;10
2018-06-27 21:27:10;3.38;8;10
2018-06-27 21:27:20;2.06;8;10
2018-06-27 21:27:30;2;8;10
2018-06-27 21:27:40;2.06;8;10
2018-06-27 21:27:50;2.06;8;10
2018-06-27 21:28:00;2.06;8;10
2018-06-27 21:28:10;2.12;8;10
2018-06-27 21:28:20;2.19;8;10
2018-06-27 21:28:30;2.06;8;10
2018-06-27 21:28:40;2.06;8;10
2018-06-27 21:28:50;2.12;8;10
2018-06-27 21:29:00;2.31;8;10
2018-06-27 21:29:10;2.19;8;10
2018-06-27 21:29:20;2.06;8;10
2018-06-27 21:29:30;2.12;8;10
2018-06-27 21:29:40;2.12;8;10
2018-06-27 21:29:50;2.25;8;10
2018-06-27 21:30:00;2.12;8;10
2018-06-27 21:30:10;2.19;8;10
2018-06-27 21:30:20;3.44;8;10
2018-06-27 21:30:30;2.19;8;10
2018-06-27 21:30:40;2.25;8;10
2018-06-27 21:30:50;2.31;8;10
2018-06-27 21:31:00;2.19;8;10
2018-06-27 21:31:10;2.25;8;10
2018-06-27 21:31:20;2.19;8;10
2018-06-27 21:31:30;2.25;8;10
2018-06-27 21:31:40;2.5;8;10
2018-06-27 21:31:50;2.25;8;10
2018-06-27 21:32:00;2.06;8;10
2018-06-27 21:32:10;2.19;8;10
2018-06-27 21:32:20;2.12;8;10
2018-06-27 21:32:30;2.19;8;10
2018-06-27 21:32:40;2.25;8;10
2018-06-27 21:32:50;2.88;8;10
2018-06-27 21:33:00;2.25;8;10
2018-06-27 21:33:10;2.19;8;10
2018-06-27 21:33:20;2.06;8;10
2018-06-27 21:33:30;2.12;8;10
2018-06-27 21:33:40;2.12;8;10
2018-06-27 21:33:50;2.25;8;10
2018-06-27 21:34:00;2.31;8;10
2018-06-27 21:34:10;2.25;8;10
2018-06-27 21:34:20;2.12;8;10
2018-06-27 21:34:30;2.06;8;10
2018-06-27 21:34:40;2.19;8;10
2018-06-27 21:34:50;2.19;8;10
2018-06-27 21:35:00;2.25;8;10
2018-06-27 21:35:10;2.25;8;10
2018-06-27 21:35:20;2.31;8;10
2018-06-27 21:35:30;2.44;8;10
2018-06-27 21:35:40;2.19;8;10
2018-06-27 21:35:50;2.25;8;10
2018-06-27 21:36:00;2.19;8;10
2018-06-27 21:36:10;2.31;8;10
2018-06-27 21:36:20;2.19;8;10
2018-06-27 21:36:30;2.38;8;10
2018-06-27 21:36:40;2.25;8;10
2018-06-27 21:36:50;2.25;8;10
2018-06-27 21:37:00;2.44;8;10
2018-06-27 21:37:10;2.5;8;10
2018-06-27 21:37:20;2.38;8;10
2018-06-27 21:37:30;2.38;8;10
2018-06-27 21:37:40;2.31;8;10
2018-06-27 21:37:50;2.31;8;10
2018-06-27 21:38:00;2.25;8;10
2018-06-27 21:38:10;2.31;8;10
2018-06-27 21:38:20;2.25;8;10
2018-06-27 21:38:30;2.38;8;10
2018-06-27 21:38:40;2.5;8;10
2018-06-27 21:38:50;2.31;8;10
2018-06-27 21:39:00;5.88;8;10
2018-06-27 21:39:10;5.81;8;10
2018-06-27 21:39:20;2.94;8;10
2018-06-27 21:39:30;2.06;8;10
2018-06-27 21:39:40;2.12;8;10
2018-06-27 21:39:50;2.12;8;10
2018-06-27 21:40:00;2.25;8;10
2018-06-27 21:40:10;2.19;8;10
2018-06-27 21:40:20;2.19;8;10
2018-06-27 21:40:30;2.12;8;10
2018-06-27 21:40:40;2.25;8;10
2018-06-27 21:40:50;2.19;8;10
2018-06-27 21:41:00;8.94;9;9
2018-06-27 21:41:10;11.81;8;10
2018-06-27 21:41:20;2.44;8;10
2018-06-27 21:41:30;2.12;8;10
2018-06-27 21:41:40;2.06;8;10
2018-06-27 21:41:50;2;8;10
2018-06-27 21:42:00;2;8;10
2018-06-27 21:42:10;2.06;8;10
2018-06-27 21:42:20;6.62;8;10
2018-06-27 21:42:30;18.81;7;10
2018-06-27 21:42:40;2.38;7;10
2018-06-27 21:42:50;2.25;7;10
2018-06-27 21:43:00;4.38;7;10
2018-06-27 21:43:10;2.38;7;10
2018-06-27 21:43:20;2.12;7;10
2018-06-27 21:43:30;2.19;7;10
2018-06-27 21:43:40;2.12;7;10
2018-06-27 21:43:50;2.44;7;10
2018-06-27 21:44:00;2.38;7;10
2018-06-27 21:44:10;2.19;7;10
2018-06-27 21:44:20;2.25;7;10
2018-06-27 21:44:30;2.19;7;10
2018-06-27 21:44:40;2.38;7;10
2018-06-27 21:44:50;4.62;7;10
2018-06-27 21:45:00;2.31;7;10
2018-06-27 21:45:10;2.19;7;10
2018-06-27 21:45:20;2.12;7;10
2018-06-27 21:45:30;2.19;7;10
2018-06-27 21:45:40;2.12;7;10
2018-06-27 21:45:50;2.19;7;10
2018-06-27 21:46:00;2.12;7;10
2018-06-27 21:46:10;2.12;7;10
2018-06-27 21:46:20;2.25;7;10
2018-06-27 21:46:30;2.19;7;10
2018-06-27 21:46:40;2.25;7;10
2018-06-27 21:46:50;2.19;7;10
2018-06-27 21:47:00;2.25;7;10
2018-06-27 21:47:10;2.12;7;10
2018-06-27 21:47:20;2.12;7;10
2018-06-27 21:47:30;2.19;7;10
2018-06-27 21:47:40;2.19;7;10
2018-06-27 21:47:50;2.06;7;10
2018-06-27 21:48:00;2.12;7;10
2018-06-27 21:48:10;2.19;7;10
2018-06-27 21:48:20;2.25;7;10
2018-06-27 21:48:30;2.19;7;10
2018-06-27 21:48:40;2.19;7;10
2018-06-27 21:48:50;2;7;10
2018-06-27 21:49:00;2.25;7;10
2018-06-27 21:49:10;2.31;7;10
2018-06-27 21:49:20;2.38;7;10
2018-06-27 21:49:30;2.12;7;10
2018-06-27 21:49:40;2.19;7;10
2018-06-27 21:49:50;2.38;7;10
2018-06-27 21:50:00;2.19;7;10
2018-06-27 21:50:10;2.19;7;10
2018-06-27 21:50:20;2.25;7;10
2018-06-27 21:50:30;2.19;7;10
2018-06-27 21:50:40;2.19;7;10
2018-06-27 21:50:50;2.31;7;10
2018-06-27 21:51:00;2.19;7;10
2018-06-27 21:51:10;2.19;7;10
2018-06-27 21:51:20;2.19;7;10
2018-06-27 21:51:30;2.25;7;10
2018-06-27 21:51:40;2.19;7;10
2018-06-27 21:51:50;2.19;7;10
2018-06-27 21:52:00;2.25;7;10
2018-06-27 21:52:10;2.12;7;10
2018-06-27 21:52:20;2.25;7;10
2018-06-27 21:52:30;2.31;7;10
2018-06-27 21:52:40;2.19;7;10
2018-06-27 21:52:50;2.12;7;10
2018-06-27 21:53:00;2.25;7;10
2018-06-27 21:53:10;2.31;7;10
2018-06-27 21:53:20;2.25;7;10
2018-06-27 21:53:30;2.19;7;10
2018-06-27 21:53:40;2.19;7;10
2018-06-27 21:53:50;2.25;7;10
2018-06-27 21:54:00;2.19;7;10
2018-06-27 21:54:10;2.38;7;10
2018-06-27 21:54:20;2.31;7;10
2018-06-27 21:54:30;2.19;7;10
2018-06-27 21:54:40;2.19;7;10
2018-06-27 21:54:50;2.25;7;10
2018-06-27 21:55:00;2.31;7;10
2018-06-27 21:55:10;2.25;7;10
2018-06-27 21:55:20;2.12;7;10
2018-06-27 21:55:30;2.25;7;10
2018-06-27 21:55:40;2.19;7;10
2018-06-27 21:55:50;2.31;7;10
2018-06-27 21:56:00;2.12;7;10
2018-06-27 21:56:10;2.19;7;10
2018-06-27 21:56:20;2.31;7;10
2018-06-27 21:56:30;2.12;7;10
2018-06-27 21:56:40;2.19;7;10
2018-06-27 21:56:50;2.25;7;10
2018-06-27 21:57:00;2.25;7;10
2018-06-27 21:57:10;2.38;7;10
2018-06-27 21:57:20;2.12;7;10
2018-06-27 21:57:30;2.25;7;10
2018-06-27 21:57:40;2.31;7;10
2018-06-27 21:57:50;2.19;7;10
2018-06-27 21:58:00;2.31;7;10
2018-06-27 21:58:10;2.88;7;10
2018-06-27 21:58:20;2.19;7;10
2018-06-27 21:58:30;2.38;7;10
2018-06-27 21:58:40;2.25;7;10
2018-06-27 21:58:50;2.25;7;10
2018-06-27 21:59:00;2.31;7;10
2018-06-27 21:59:10;2.19;7;10
2018-06-27 21:59:20;2.25;7;10
2018-06-27 21:59:30;2.19;7;10
2018-06-27 21:59:40;2.19;7;10
2018-06-27 21:59:50;2.19;7;10
2018-06-27 22:00:00;2.19;7;10
2018-06-27 22:00:10;2.12;7;10
2018-06-27 22:00:20;2.19;7;10
2018-06-27 22:00:30;2.25;7;10
2018-06-27 22:00:40;2.12;7;10
2018-06-27 22:00:50;2.12;7;10
2018-06-27 22:01:00;2.25;7;10
2018-06-27 22:01:10;2.19;7;10
2018-06-27 22:01:20;2.25;7;10
2018-06-27 22:01:30;2.19;7;10
2018-06-27 22:01:40;3.5;7;10
2018-06-27 22:01:50;2.25;7;10
2018-06-27 22:02:00;2.12;7;10
2018-06-27 22:02:10;2.12;7;10
2018-06-27 22:02:20;2.12;7;10
2018-06-27 22:02:30;1.94;7;10
2018-06-27 22:02:40;2;7;10
2018-06-27 22:02:50;2.06;7;10
2018-06-27 22:03:00;2.38;7;10
2018-06-27 22:03:10;2.38;7;10
2018-06-27 22:03:20;2.19;7;10
2018-06-27 22:03:30;2.06;7;10
2018-06-27 22:03:40;2.12;7;10
2018-06-27 22:03:50;2.06;7;10
2018-06-27 22:04:00;2.25;7;10
2018-06-27 22:04:10;2;7;10
2018-06-27 22:04:20;2.06;7;10
2018-06-27 22:04:30;2.06;7;10
2018-06-27 22:04:40;2.19;7;10
2018-06-27 22:04:50;2.06;7;10
2018-06-27 22:05:00;2.06;7;10
2018-06-27 22:05:10;5.81;7;10
2018-06-27 22:05:20;3.06;7;10
2018-06-27 22:05:30;2.31;7;10
2018-06-27 22:05:40;2.38;7;10
2018-06-27 22:05:50;2.31;7;10
2018-06-27 22:06:00;2.25;7;10
2018-06-27 22:06:10;2.31;7;10
2018-06-27 22:06:20;2.38;7;10
2018-06-27 22:06:30;2.31;7;10
2018-06-27 22:06:40;2.25;7;10
2018-06-27 22:06:50;2.31;7;10
2018-06-27 22:07:00;3.25;7;10
2018-06-27 22:07:10;2.56;7;10
2018-06-27 22:07:20;2.19;7;10
2018-06-27 22:07:30;2.06;7;10
2018-06-27 22:07:40;2.5;7;10
2018-06-27 22:07:50;2.62;7;10
2018-06-27 22:08:00;9.38;7;9
2018-06-27 22:08:10;25;4;10
2018-06-27 22:08:20;10.81;3;13
2018-06-27 22:08:30;2.06;3;13
2018-06-27 22:08:40;2.12;3;13
2018-06-27 22:08:50;1.94;3;13
2018-06-27 22:09:00;1.75;3;13
2018-06-27 22:09:10;1.69;3;13
2018-06-27 22:09:20;1.5;3;13
2018-06-27 22:09:30;1.56;3;13
2018-06-27 22:09:40;1.62;3;13
2018-06-27 22:09:50;1.69;3;13
2018-06-27 22:10:00;1.56;3;13
2018-06-27 22:10:10;1.62;3;13
2018-06-27 22:10:20;1.62;3;13
2018-06-27 22:10:30;1.56;2;13
2018-06-27 22:10:40;1.62;3;13
2018-06-27 22:10:50;1.56;2;13
2018-06-27 22:11:00;1.56;2;13
2018-06-27 22:11:10;1.56;3;13
2018-06-27 22:11:20;1.5;2;13
2018-06-27 22:11:30;1.62;2;13
2018-06-27 22:11:40;1.62;3;13
2018-06-27 22:11:50;1.56;2;13
2018-06-27 22:12:00;1.69;2;13
2018-06-27 22:12:10;1.62;2;13
2018-06-27 22:12:20;1.62;2;13
2018-06-27 22:12:30;1.69;2;13
2018-06-27 22:12:40;1.62;2;13
2018-06-27 22:12:50;1.69;2;13
2018-06-27 22:13:00;1.75;2;13
2018-06-27 22:13:10;1.69;2;13
2018-06-27 22:13:20;1.62;2;13
2018-06-27 22:13:30;1.69;2;13
2018-06-27 22:13:40;1.62;2;13
2018-06-27 22:13:50;1.62;2;13
2018-06-27 22:14:00;1.56;2;13
2018-06-27 22:14:10;1.56;2;13
2018-06-27 22:14:20;1.62;2;13
2018-06-27 22:14:30;1.62;2;13
2018-06-27 22:14:40;1.69;2;13
2018-06-27 22:14:50;1.69;2;13
2018-06-27 22:15:00;1.62;2;13
2018-06-27 22:15:10;1.62;2;13
2018-06-27 22:15:20;1.62;2;13
2018-06-27 22:15:30;1.75;2;13
2018-06-27 22:15:40;1.5;3;13
2018-06-27 22:15:50;2.38;2;13
2018-06-27 22:16:00;2.25;2;13
2018-06-27 22:16:10;2.19;2;13
2018-06-27 22:16:20;1.88;2;13
2018-06-27 22:16:30;1.94;2;13
2018-06-27 22:16:40;2;2;13
2018-06-27 22:16:50;2.19;2;13
2018-06-27 22:17:00;2.12;2;13
2018-06-27 22:17:10;2;2;13
2018-06-27 22:17:20;1.75;2;13
2018-06-27 22:17:30;7.06;3;13
2018-06-27 22:17:40;2;3;13
2018-06-27 22:17:50;1.94;3;13
2018-06-27 22:18:00;1.88;3;13
2018-06-27 22:18:10;2;3;13
2018-06-27 22:18:20;2.06;3;13
2018-06-27 22:18:30;2.12;3;13
2018-06-27 22:18:40;2.12;3;13
2018-06-27 22:18:50;2.5;3;13
2018-06-27 22:19:00;2.06;3;13
2018-06-27 22:19:10;1.81;3;13
2018-06-27 22:19:20;1.94;3;13
2018-06-27 22:19:30;1.69;3;13
2018-06-27 22:19:40;1.81;3;13
2018-06-27 22:19:50;1.62;3;13
2018-06-27 22:20:00;1.94;3;13
2018-06-27 22:20:10;1.81;3;13
2018-06-27 22:20:20;1.81;3;13
2018-06-27 22:20:30;1.88;3;13
2018-06-27 22:20:40;1.75;3;13
2018-06-27 22:20:50;1.75;3;13
2018-06-27 22:21:00;1.81;3;13
2018-06-27 22:21:10;1.75;3;13
2018-06-27 22:21:20;1.69;3;13
2018-06-27 22:21:30;1.75;3;13
2018-06-27 22:21:40;1.69;3;13
2018-06-27 22:21:50;1.62;3;13
2018-06-27 22:22:00;1.69;3;13
2018-06-27 22:22:10;1.62;3;13
2018-06-27 22:22:20;1.62;3;13
2018-06-27 22:22:30;1.88;3;13
2018-06-27 22:22:40;1.69;3;13
2018-06-27 22:22:50;1.69;3;13
2018-06-27 22:23:00;2.25;3;13
2018-06-27 22:23:10;1.75;3;13
2018-06-27 22:23:20;1.62;3;13
2018-06-27 22:23:30;1.69;3;13
2018-06-27 22:23:40;1.69;3;13
2018-06-27 22:23:50;1.62;3;13
2018-06-27 22:24:00;1.69;3;13
2018-06-27 22:24:10;1.56;3;13
2018-06-27 22:24:20;1.62;3;13
2018-06-27 22:24:30;1.62;3;13
2018-06-27 22:24:40;1.56;3;13
2018-06-27 22:24:50;1.69;3;13
2018-06-27 22:25:00;1.56;3;13
2018-06-27 22:25:10;1.62;3;13
2018-06-27 22:25:20;1.62;3;13
2018-06-27 22:25:30;1.62;3;13
2018-06-27 22:25:40;1.62;3;13
2018-06-27 22:25:50;1.62;3;13
2018-06-27 22:26:00;1.56;3;13
2018-06-27 22:26:10;1.62;3;13
2018-06-27 22:26:20;1.62;3;13
2018-06-27 22:26:30;1.56;3;13
2018-06-27 22:26:40;1.62;3;13
2018-06-27 22:26:50;1.69;3;13
2018-06-27 22:27:00;1.69;3;13
2018-06-27 22:27:10;1.62;3;13
