data_timestamp;rr;sd;tp;vl;lf;hf;lf%;hf%;var;low_high_ratio;wl
14:40:30;776;20.6;391;253;50;41;36.2;29.7;423.3;122;3000
14:43:00;779;22.5;448;132;56;144;17.7;45.6;504.9;38.9;3000
14:45:30;776;21.1;401;201;64;70;32;35;444.1;91.4;3000
14:48:00;760;26.7;466;325;112;16;79.4;11.3;711.1;700;3000
14:50:30;752;26;888;716;48;37;27.9;21.5;674.3;129.7;3000
14:53:00;748;30;462;398;39;12;60.9;18.8;897.8;325;3000
14:55:30;700;48.7;1348;1142;58;50;28.2;24.3;2366.2;116;3000
14:58:00;681;31.9;1043;583;96;125;20.9;27.2;1015.3;76.8;3000
15:00:30;700;27.5;569;181;102;93;26.3;24;754.5;109.7;3000
15:03:00;715;30;859;554;102;80;33.4;26.2;897.9;127.5;3000
15:05:30;745;29.2;732;402;170;64;51.5;19.4;850.5;265.6;3000
15:08:00;759;27.5;564;264;61;93;20.3;31;754.3;65.6;3000
15:10:30;760;27.6;681;341;58;115;17.1;33.8;759.8;50.4;3000
15:13:00;757;24.5;667;241;26;226;6.1;53.1;598.7;11.5;3000
15:15:30;746;24.6;279;182;32;31;33;32;603.7;103.2;3000
15:18:00;736;25.7;681;411;146;59;54.1;21.9;658.9;247.5;3000
15:20:30;746;30.4;547;340;115;43;55.6;20.8;921.9;267.4;3000
15:23:00;760;26.6;738;364;124;107;33.2;28.6;705.8;115.9;3000
15:25:30;751;25.4;420;157;96;67;36.5;25.5;643.6;143.3;3000
15:28:00;748;20.9;501;327;106;52;60.9;29.9;435.7;203.8;3000
15:30:30;749;21.6;397;148;125;54;50.2;21.7;465.4;231.5;3000
15:33:00;755;28;554;160;116;135;29.4;34.3;782;85.9;3000
15:35:30;768;31.7;969;581;179;120;46.1;30.9;1002.3;149.2;3000
15:38:00;752;38.1;855;394;246;84;53.4;18.2;1448;292.9;3000
15:40:30;751;33.6;1174;826;120;100;34.5;28.7;1126.2;120;3000
15:43:00;771;20;371;93;142;70;51.1;25.2;399;202.9;3000
15:45:30;761;20;237;117;77;26;64.2;21.7;399;296.2;3000
15:48:00;747;21.6;437;264;100;36;57.8;20.8;465.4;277.8;3000
15:50:30;751;29.5;537;262;106;56;38.5;20.4;868.1;189.3;3000
15:53:00;775;29.6;663;286;92;142;24.4;37.7;873.9;64.8;3000
15:55:30;791;22;459;90;110;147;29.8;39.8;482.7;74.8;3000
15:58:00;799;21.2;276;92;69;72;37.5;39.1;448.3;95.8;3000
16:00:30;811;24.2;543;320;113;74;50.7;33.2;584.1;152.7;3000
16:03:00;809;27.1;606;420;89;61;47.8;32.8;732.4;145.9;3000
16:05:30;797;24.9;590;117;208;172;44;36.4;618.4;120.9;3000
16:08:00;803;27.6;720;245;160;153;33.7;32.2;759.7;104.6;3000
16:10:30;804;39.2;886;465;123;151;29.2;35.9;1532.5;81.5;3000
16:13:00;769;46.3;1369;950;200;96;47.7;22.9;2138.2;208.3;3000
16:15:30;734;32.4;827;496;91;106;27.5;32;1047.2;85.8;3000
16:18:00;744;35.8;1578;1118;100;150;21.7;32.6;1278.5;66.7;3000
16:20:30;767;32.3;938;379;283;136;50.6;24.3;1040.6;208.1;3000
16:23:00;773;32;701;245;180;152;39.5;33.3;1021.4;118.4;3000
16:25:30;771;24.7;627;466;92;40;57.1;24.8;608.5;230;3000
16:28:00;760;23.5;416;287;81;22;62.8;17.1;550.9;368.2;3000
16:30:30;738;28.7;595;242;77;108;21.8;30.6;821.7;71.3;3000
16:33:00;726;26.2;642;182;119;98;25.9;21.3;684.8;121.4;3000
16:35:30;735;25;495;176;71;103;22.3;32.3;623.5;68.9;3000
16:38:00;754;27.1;446;201;84;59;34.3;24.1;732.6;142.4;3000
16:40:30;774;29.1;869;524;97;102;28.1;29.6;844.6;95.1;3000
16:43:00;795;33.1;672;351;98;123;30.5;38.3;1092.7;79.7;3000
16:45:30;807;26.5;727;348;216;101;57;26.6;700.4;213.9;3000
16:48:00;804;23.5;432;143;52;134;18;46.4;550.8;38.8;3000
16:50:30;809;23.9;563;302;29;116;11.1;44.4;569.7;25;3000
16:53:00;809;24.8;667;352;180;84;57.1;26.7;613.4;214.3;3000
16:55:30;801;18.1;242;52;121;34;63.7;17.9;326.7;355.9;3000
16:58:00;799;15.3;232;142;54;20;60;22.2;233.5;270;3000
17:00:30;799;20.5;234;98;60;36;44.1;26.5;419.1;166.7;3000
17:03:00;746;57.1;2149;1755;79;130;20.1;33;3252.4;60.8;3000
17:05:30;728;56.9;3674;3207;235;82;50.3;17.6;3229.8;286.6;3000
17:08:00;752;49.3;2129;1770;121;81;33.7;22.6;2424.4;149.4;3000
17:10:30;720;50.1;1483;1125;79;105;22.1;29.3;2504;75.2;3000
17:13:00;711;46;2458;2182;55;67;19.9;24.3;2111;82.1;3000
17:15:30;712;36.4;1299;929;88;95;23.8;25.7;1321.8;92.6;3000
17:18:00;722;43.9;1011;574;90;111;20.6;25.4;1922.6;81.1;3000
17:20:30;761;39.3;1054;621;180;117;41.6;27;1540.6;153.8;3000
17:23:00;767;35.1;1099;558;147;222;27.2;41;1228.9;66.2;3000
17:25:30;770;32.7;1009;640;149;111;40.4;30.1;1066.6;134.2;3000
17:28:00;782;33.1;1331;964;219;79;59.7;21.5;1092.8;277.2;3000
17:30:30;820;52.4;1364;1013;141;133;40.2;37.9;2738.3;106;3000
17:33:00;860;30.7;582;170;91;175;22.1;42.5;939.8;52;3000
17:35:30;827;42.9;1758;1289;254;129;54.2;27.5;1835.4;196.9;3000
17:38:00;790;22.9;488;184;195;77;64.1;25.3;523;253.2;3000
17:40:30;807;41.6;1246;953;154;99;52.6;33.8;1725.9;155.6;3000
17:43:00;846;39.7;751;452;129;100;43.1;33.4;1571.7;129;3000
17:45:30;822;55.1;2216;2028;75;65;39.9;34.6;3027.7;115.4;3000
17:48:00;778;42.3;1018;778;80;62;33.3;25.8;1784.7;129;3000
17:50:30;764;31.2;916;549;108;109;29.4;29.7;971;99.1;3000
17:53:00;765;26.5;611;224;128;119;33.1;30.7;700.5;107.6;3000
17:55:30;772;25.8;608;241;107;103;29.2;28.1;663.9;103.9;3000
17:58:00;759;26.7;474;218;91;68;35.5;26.6;711.1;133.8;3000
18:00:30;754;27.2;833;377;163;104;35.7;22.8;738;156.7;3000
18:03:00;757;29.2;701;339;140;87;38.7;24;850.5;160.9;3000
18:05:30;753;23.4;435;237;71;54;35.9;27.3;546.2;131.5;3000
18:08:00;741;25.4;575;328;79;64;32;25.9;643.6;123.4;3000
18:10:30;737;32;925;605;105;72;32.8;22.5;1021.5;145.8;3000
18:13:00;748;33.7;1159;720;198;93;45.1;21.2;1132.9;212.9;3000
18:15:30;758;34.8;952;418;269;100;50.4;18.7;1208;269;3000
18:18:00;751;31.3;1112;851;99;78;37.9;29.9;977.3;126.9;3000
18:20:30;748;22.3;390;157;96;66;41.2;28.3;496.1;145.5;3000
18:23:00;756;25.4;527;308;136;38;62.1;17.4;643.5;357.9;3000
18:25:30;780;35.9;1412;956;284;95;62.3;20.8;1285.5;298.9;3000
18:28:00;791;25.5;641;331;169;77;54.5;24.8;648.5;219.5;3000
18:30:30;780;23;390;228;89;49;54.9;30.2;527.6;181.6;3000
18:33:00;788;23;416;216;142;42;71;21;527.6;338.1;3000
18:35:30;800;23;380;212;103;46;61.3;27.4;527.6;223.9;3000
18:38:00;817;26.5;529;266;187;50;71.1;19;700.3;374;3000
18:40:30;814;32.4;1102;917;92;34;49.7;18.4;1046.9;270.6;3000
18:43:00;798;26.5;476;271;115;51;56.1;24.9;700.4;225.5;3000
18:45:30;816;24.9;493;395;53;30;54.1;30.6;618.3;176.7;3000
18:48:00;835;15.6;243;172;42;15;59.2;21.1;242.7;280;3000
18:50:30;838;16.8;390;324;39;16;59.1;24.2;281.5;243.8;3000
18:53:00;835;20.9;397;221;86;52;48.9;29.5;435.6;165.4;3000
18:55:30;817;35.9;534;263;148;82;54.6;30.3;1285.3;180.5;3000
18:58:00;765;55;2345;2138;68;47;32.9;22.7;3017.3;144.7;3000
19:00:30;735;31.8;976;521;169;123;37.1;27;1008.8;137.4;3000
19:03:00;739;30.4;738;353;185;82;48.1;21.3;921.9;225.6;3000
19:05:30;731;24.9;620;232;147;87;37.9;22.4;618.5;169;3000
19:08:00;741;24;565;225;104;105;30.6;30.9;574.6;99;3000
19:10:30;771;34.5;1116;851;121;72;45.7;27.2;1187.2;168.1;3000
19:13:00;786;31.3;754;414;196;42;57.6;12.4;977.1;466.7;3000
19:15:30;773;30.5;648;201;162;97;36.2;21.7;927.9;167;3000
19:18:00;776;27.7;791;443;74;123;21.3;35.3;765.3;60.2;3000
19:20:30;761;33.9;837;609;77;58;33.8;25.4;1146.3;132.8;3000
19:23:00;788;61.2;3229;2897;142;69;42.8;20.8;3735.7;205.8;3000
19:41:27;709;17.5;73;0;27;38;37;52.1;296.4;71.1;187
19:41:46;726;24.5;283;141;36;67;25.4;47.2;589.5;53.7;375
19:42:23;725;24.3;613;314;104;97;34.8;32.4;585;107.2;750
19:43:38;720;24.1;541;290;123;66;49;26.3;578.1;186.4;1500
19:46:09;727;23.9;523;287;147;37;62.3;15.7;569.8;397.3;3000
19:48:39;739;25.6;543;387;99;29;63.5;18.6;653.8;341.4;3000
19:51:09;749;25.2;565;334;141;36;61;15.6;633.5;391.7;3000
19:53:39;773;38.7;814;634;70;44;38.9;24.4;1493.8;159.1;3000
19:56:09;810;42.6;978;593;33;158;8.6;41;1809.9;20.9;3000
19:58:39;841;32.4;604;263;65;98;19.1;28.7;1046.8;66.3;3000
20:01:09;859;36.2;1383;887;143;193;28.8;38.9;1306.7;74.1;3000
20:03:39;858;35.9;992;620;97;148;26.1;39.8;1285.1;65.5;3000
20:06:09;851;30.6;801;446;162;96;45.6;27;933.7;168.8;3000
20:08:39;867;29.1;632;298;91;143;27.2;42.8;844.4;63.6;3000
20:11:09;877;22.6;416;153;79;100;30;38;509.3;79;3000
20:13:39;871;23.1;433;211;50;100;22.5;45;532.1;50;3000
20:16:09;877;26.1;541;333;53;93;25.5;44.7;679.2;57;3000
20:18:39;877;24;452;202;124;90;49.6;36;574.3;137.8;3000
20:21:09;869;21.6;404;164;118;83;49.2;34.6;465.2;142.2;3000
20:23:39;868;29.7;1136;605;274;166;51.6;31.3;879.6;165.1;3000
20:26:09;877;32.9;608;274;76;136;22.8;40.7;1079.3;55.9;3000
20:28:39;876;28.9;502;162;134;103;39.4;30.3;832.8;130.1;3000
20:31:09;875;25.7;1019;707;118;123;37.8;39.4;658.6;95.9;3000
20:33:39;888;23.3;396;230;82;45;49.4;27.1;541.3;182.2;3000
20:36:09;907;27.5;490;171;109;94;34.2;29.5;754;116;3000
20:38:39;908;41.5;868;519;137;113;39.3;32.4;1717.1;121.2;3000
20:41:09;886;48.3;2802;2294;325;116;64;22.8;2326;280.2;3000
20:43:39;906;43.7;808;410;109;201;27.4;50.5;1904;54.2;3000
20:46:09;935;25.3;616;182;84;217;19.4;50;638.1;38.7;3000
20:48:39;936;31.8;1091;635;248;147;54.4;32.2;1008.1;168.7;3000
20:51:09;884;70.1;2045;1617;126;201;29.4;47;4899.6;62.7;3000
20:53:39;864;55.3;2943;2361;327;132;56.2;22.7;3049.3;247.7;3000
20:56:09;909;33.9;774;408;143;126;39.1;34.4;1145.7;113.5;3000
20:58:39;933;34.1;606;248;123;154;34.4;43;1159.2;79.9;3000
21:01:09;937;32.3;1360;903;256;101;56;22.1;1040;253.5;3000
21:03:39;956;31.3;521;246;32;133;11.6;48.4;976.6;24.1;3000
21:06:09;978;20.4;320;73;38;125;15.4;50.6;414.8;30.4;3000
21:08:39;989;23.4;367;133;28;138;12;59;545.8;20.3;3000
21:11:09;970;53.9;3822;3348;194;169;40.9;35.7;2895.9;114.8;3000
21:13:39;963;51.1;1837;1186;496;90;76.2;13.8;2602.9;551.1;3000
21:16:09;1002;26.6;345;195;39;72;26;48;705.2;54.2;3000
21:18:39;1026;22;340;158;28;112;15.4;61.5;482.4;25;3000
21:21:08;1044;19.3;211;74;34;83;24.8;60.6;371.2;41;3000
21:23:38;1052;16.7;202;39;39;95;23.9;58.3;277.9;41.1;3000
21:26:08;1051;16.4;206;54;29;103;19.1;67.8;268;28.2;3000
21:28:38;1049;21.2;692;510;67;91;36.8;50;447.9;73.6;3000
21:31:08;1052;23.3;276;106;52;84;30.6;49.4;541;61.9;3000
21:33:38;1053;18.5;345;128;106;83;48.8;38.2;341.1;127.7;3000
21:36:08;1053;16.7;236;134;43;43;42.2;42.2;277.9;100;3000
21:38:38;1058;16.6;177;68;42;51;38.5;46.8;274.6;82.4;3000
21:41:08;1066;15;201;103;46;43;46.9;43.9;224.2;107;3000
21:43:38;1070;14.1;168;71;40;47;41.2;48.5;198.1;85.1;3000
21:46:09;1047;36.8;690;582;38;54;35.2;50;1349.5;70.4;3000
21:48:39;1013;36.3;809;611;105;56;53;28.3;1313.3;187.5;3000
21:51:09;1021;24.7;556;427;55;56;42.6;43.4;608;98.2;3000
21:53:38;1044;20.7;368;245;49;50;39.8;40.7;427;98;3000
21:56:08;1063;23.8;335;224;54;45;48.6;40.5;564.4;120;3000
21:58:38;1076;22.2;502;286;137;68;63.4;31.5;491.1;201.5;3000
22:01:08;1079;21.4;329;187;82;50;57.7;35.2;456.3;164;3000
22:03:38;1086;19.3;347;105;174;56;71.9;23.1;371.2;310.7;3000
22:06:08;1089;20.5;275;113;99;52;61.1;32.1;418.7;190.4;3000
22:08:38;1091;23.3;550;249;229;57;76.1;18.9;540.9;401.8;3000
22:11:08;1096;22.6;420;113;220;72;71.7;23.5;508.9;305.6;3000
22:13:38;1099;21.2;398;101;213;71;71.7;23.9;447.8;300;3000
22:16:08;1102;20.9;330;183;72;64;49;43.5;435.2;112.5;3000
22:18:38;1094;24.4;529;383;68;66;46.6;45.2;593.2;103;3000
22:21:09;1036;80.2;9477;8791;487;151;71;22;6409.9;322.5;3000
22:23:38;1060;36.5;1015;633;101;211;26.4;55.2;1327.6;47.9;3000
22:26:08;1058;32.6;1198;659;117;295;21.7;54.7;1059;39.7;3000
22:28:39;1034;29.8;434;221;68;109;31.9;51.2;885;62.4;3000
22:31:09;1032;31;500;326;58;70;33.3;40.2;957.7;82.9;3000
22:33:38;1053;31.2;867;674;105;68;54.4;35.2;970;154.4;3000
22:36:08;1068;29;676;468;82;101;39.4;48.6;838;81.2;3000
22:38:39;1056;45.4;893;502;168;149;43;38.1;2054;112.8;3000
22:41:09;1052;48.8;3006;2379;351;212;56;33.8;2373.1;165.6;3000
22:43:38;1082;40.4;846;459;111;222;28.7;57.4;1626.3;50;3000
22:46:08;1103;33.1;807;323;253;177;52.3;36.6;1091.6;142.9;3000
22:48:39;1064;95;2095;1607;222;226;45.5;46.3;8993.4;98.2;3000
22:51:09;934;123.4;13553;11604;465;842;23.9;43.2;15180.7;55.2;3000
22:53:39;937;94.4;5240;4744;340;100;68.5;20.2;8883.9;340;3000
22:56:09;1033;42.4;1042;575;266;135;57;28.9;1791.6;197;3000
22:58:39;1041;46.8;2305;1651;433;171;66.2;26.1;2182.7;253.2;3000
23:01:09;1049;45.9;1731;1278;257;138;56.7;30.5;2099.5;186.2;3000
23:03:38;1070;34.5;1104;733;181;139;48.8;37.5;1186;130.2;3000
23:06:08;1081;33.1;972;428;321;169;59;31.1;1091.7;189.9;3000
23:08:38;1090;32.4;854;312;314;166;57.9;30.6;1046;189.2;3000
23:11:08;1088;33.1;1021;568;232;145;51.2;32;1091.7;160;3000
23:13:38;1081;32.8;915;272;403;173;62.7;26.9;1072;232.9;3000
23:16:08;1085;30.2;684;103;338;194;58.2;33.4;908.8;174.2;3000
23:18:38;1080;30.9;735;308;197;165;46.1;38.6;951.4;119.4;3000
23:21:08;1072;42.5;1086;615;220;177;46.7;37.6;1799.9;124.3;3000
23:23:39;1003;73.8;5639;4515;906;148;80.6;13.2;5428.4;612.2;3000
23:26:09;987;46.7;1725;1385;143;112;42.1;32.9;2173.8;127.7;3000
23:28:39;1035;32;745;439;113;136;36.9;44.4;1020.5;83.1;3000
23:31:08;1066;33.7;893;635;114;108;44.2;41.9;1131.7;105.6;3000
23:33:38;1094;29.7;577;324;123;107;48.6;42.3;878.9;115;3000
23:36:08;1103;22;481;308;99;59;57.2;34.1;482.2;167.8;3000
23:38:38;1102;22.5;328;108;141;64;64.1;29.1;504.4;220.3;3000
23:41:08;1101;24.6;513;253;161;71;61.9;27.3;603;226.8;3000
23:43:38;1102;22.7;444;202;154;69;63.6;28.5;513.4;223.2;3000
23:46:08;1107;20.1;325;110;122;78;56.7;36.3;402.5;156.4;3000
23:48:38;1105;21.9;539;284;179;62;70.2;24.3;477.9;288.7;3000
23:51:08;1104;21.9;292;68;139;66;62.1;29.5;477.9;210.6;3000
23:53:38;1107;19.2;326;84;153;68;63.2;28.1;367.3;225;3000
23:56:08;1100;23.9;469;220;160;68;64.3;27.3;569.1;235.3;3000
23:58:39;1046;56.8;4218;3767;346;74;76.7;16.4;3215.1;467.6;3000
