data_timestamp;rr;sd;ln(tp);ln(vl);ln(lf);ln(hf);lf%;hf%;ln(var);low_high_ratio

00:00:30;1056;36.8;7.401;7.088;5.841;4.277;78.4;16.4;7.207;6.169;3000;
00:03:00;1045;37.4;6.886;6.554;5.273;4.174;70.7;23.6;7.24;5.704;3000;
00:05:30;1036;41.2;7.438;7.078;6.014;4.331;79.7;14.8;7.433;6.288;3000;
00:08:00;1030;44.4;7.528;7.272;5.677;4.585;69.5;23.3;7.583;5.697;3000;
00:10:30;1032;38.9;7.172;6.718;5.838;4.644;72.1;21.8;7.319;5.798;3000;
00:13:00;1040;36.2;7.062;6.4;6.014;4.796;72.4;21.4;7.175;5.823;3000;
00:15:30;1035;38.2;7.14;6.82;5.242;4.82;54.8;35.9;7.282;5.027;3000;
00:18:00;1034;41.9;7.688;7.493;5.67;4.22;75.1;17.6;7.467;6.056;3000;
00:20:30;1044;30.7;6.686;6.361;4.997;4.094;66.7;27;6.845;5.508;3000;
00:23:00;1029;24.8;6.122;5.964;3.434;3.258;46.3;38.8;6.418;4.781;3000;
00:25:30;1007;21.4;5.352;4.883;3.784;3.296;55.7;34.2;6.123;5.094;3000;
00:28:00;972;33.7;7.254;7.162;4.564;2.996;76.8;16;7.032;6.174;3000;
00:30:30;971;30.8;5.996;5.642;4.331;3.497;63.3;27.5;6.852;5.439;3000;
00:33:00;988;20.8;6.059;5.811;4.06;3.258;61.7;27.7;6.067;5.408;3000;
00:35:30;1004;30.1;6.323;6.004;4.635;3.638;67.8;25;6.806;5.602;3000;
00:38:00;1016;19.6;5.215;4.828;3.401;3.045;50.8;35.6;5.948;4.962;3000;
00:40:30;1000;16.5;5.257;4.963;3.367;2.639;59.2;28.6;5.603;5.333;3000;
00:43:00;1005;19.9;5.73;5.455;3.912;2.89;67.6;24.3;5.978;5.627;3000;
00:45:30;1007;19.4;5.557;5.352;3.332;2.708;58.3;31.3;5.927;5.23;3000;
00:48:00;997;40.3;7.92;7.838;5.088;3.761;75;19.9;7.389;5.931;3000;
00:50:30;994;50.7;7.462;7.182;5.746;4.394;73.6;19.1;7.849;5.957;3000;
00:53:00;998;26.9;6.593;6.273;4.663;4.205;53;33.5;6.581;5.064;3000;
00:55:30;989;23.7;6.392;6.061;4.522;4.06;54.8;34.5;6.328;5.066;3000;
00:58:00;986;20.4;5.407;4.868;3.178;4.007;25.8;59.1;6.028;3.775;3000;
01:00:30;1006;29.6;7.018;6.804;4.7;4.454;50.9;39.8;6.772;4.851;3000;
01:03:00;1024;25.6;6.308;5.969;3.434;4.644;19.6;65.8;6.482;3.395;3000;
01:05:30;1018;25.5;6.582;6.314;3.714;4.663;24.1;62.4;6.474;3.656;3000;
01:08:00;1018;25.3;5.724;4.7;4.094;4.7;30.6;56.1;6.458;3.998;3000;
01:10:30;1029;24.2;6.718;6.38;4.745;4.585;48.5;41.4;6.369;4.765;3000;
01:13:00;1039;20.2;5.832;5.142;3.807;4.595;26.5;58.2;6.008;3.818;3000;
01:15:30;972;93.2;8.756;8.69;4.71;5.455;27.3;57.6;9.066;3.859;3000;
01:18:00;900;87.3;7.999;7.843;5.568;4.625;60.9;23.7;8.936;5.549;3000;
01:20:30;919;71.3;8.675;8.605;5.263;4.663;48.9;26.8;8.531;5.205;3000;
01:23:00;978;47.7;6.589;6.385;3.912;3.892;37.3;36.6;7.727;4.625;3000;
01:25:30;1023;21.8;5.793;5.323;3.784;4.127;35.8;50.4;6.16;4.263;3000;
01:28:00;1037;18.1;5.371;4.575;3.664;4.127;33.1;52.5;5.788;4.142;3000;
01:30:30;1042;21;6.737;6.557;4.007;4.174;39.6;46.8;6.086;4.438;3000;
01:33:00;1060;24.2;5.886;5.525;3.85;3.932;43.1;46.8;6.369;4.524;3000;
01:35:30;1081;22.9;6.279;5.892;4.82;3.664;72.5;22.8;6.259;5.762;3000;
01:38:00;1082;30.8;6.838;6.405;5.631;3.689;85.1;12.2;6.852;6.548;3000;
01:40:30;1076;31.1;6.537;5.778;5.71;3.989;82.3;14.7;6.871;6.327;3000;
01:43:00;1085;26.8;6.435;5.927;5.273;3.761;78.6;17.3;6.573;6.117;3000;
01:45:30;1094;22.5;5.969;4.762;5.361;3.892;77.7;17.9;6.223;6.075;3000;
01:48:00;1094;25.3;6.97;6.575;5.628;4.06;80.1;16.7;6.458;6.172;3000;
01:50:30;1059;63.8;7.604;7.361;5.864;4.143;81.5;14.6;8.308;6.326;3000;
01:53:00;1035;56.9;8.195;8.072;5.805;3.912;79.8;12;8.079;6.498;3000;
01:55:30;1058;38.9;6.943;6.639;5.187;4.277;65.8;26.5;7.318;5.516;3000;
01:58:00;1084;31.7;6.613;6.116;5.323;4.234;70.2;23.6;6.909;5.694;3000;
02:00:30;1097;28.1;6.372;5.981;4.654;4.205;55.6;35.4;6.668;5.054;3000;
02:03:00;1109;35.5;7.125;6.667;5.855;4.443;76.4;18.6;7.135;6.018;3000;
02:05:30;1121;37.4;6.995;6.328;6.001;4.654;76.1;19.8;7.24;5.953;3000;
02:08:00;1123;32.2;7.077;6.616;5.82;4.419;77.1;19;6.94;6.006;3000;
02:10:30;1121;24.3;6.08;5.493;4.595;4.331;51;39.2;6.377;4.87;3000;
02:13:00;1116;25.3;6.161;5.493;4.89;4.394;57.6;35.1;6.458;5.101;3000;
02:15:30;1097;31.4;6.494;5.922;5.198;4.477;62.8;30.6;6.89;5.326;3000;
02:18:00;1084;34;7.063;6.792;5.03;4.635;55.2;37.2;7.049;5.001;3000;
02:20:30;1068;39;7.272;6.793;5.911;5.03;67.3;27.9;7.324;5.486;3000;
02:23:00;1066;33.7;6.837;6.569;4.949;4.094;64.4;27.4;7.031;5.46;3000;
02:25:30;1071;27.4;6.198;5.838;3.871;4.419;32.2;55.7;6.618;4.057;3000;
02:28:00;1066;34.7;7.114;6.811;5.455;4.263;72.9;22.1;7.09;5.798;3000;
02:30:30;1079;38.1;7.247;6.96;5.635;4.06;80;16.6;7.277;6.18;3000;
02:33:00;1073;31.9;6.48;6.107;4.86;4.143;63.5;31;6.922;5.322;3000;
02:35:30;1055;19.5;5.278;4.727;3.367;3.784;34.9;53;5.937;4.188;3000;
02:38:00;1048;17.6;5.537;5.182;2.708;3.892;19.7;64.5;5.732;3.421;3000;
02:40:30;1061;22;5.969;5.762;2.565;3.85;17.8;64.4;6.179;3.321;3000;
02:43:00;1083;19.3;5.938;5.361;4.419;4.22;50;41;5.917;4.805;3000;
02:45:30;1082;22.5;5.958;5.412;4.477;4.143;54;38.7;6.223;4.939;3000;
02:48:00;1072;18.9;5.694;5.273;3.466;4.06;31.4;56.9;5.875;4.011;3000;
02:50:30;1061;23.2;6.455;6.263;3.738;4.025;37.8;50.5;6.285;4.317;3000;
02:53:00;1053;26.8;6.433;6.004;4.727;4.431;52.1;38.7;6.573;4.902;3000;
02:55:30;1048;25.5;6.084;5.72;4.025;4.159;41.8;47.8;6.474;4.472;3000;
02:58:00;1048;23.9;6.05;5.694;3.497;4.331;26;59.8;6.344;3.77;3000;
03:00:30;1059;25.9;6.387;5.953;4.663;4.443;50.7;40.7;6.505;4.826;3000;
03:03:00;1065;22.3;6.165;5.533;4.875;4.317;58.7;33.6;6.206;5.163;3000;
03:05:30;1066;23.8;6.223;5.687;4.836;4.174;60.3;31.1;6.336;5.267;3000;
03:08:00;1071;25.5;6.405;5.948;4.913;4.234;61.3;31.1;6.474;5.284;3000;
03:10:30;1073;22.2;6.057;5.451;4.682;4.234;55.7;35.6;6.197;5.053;3000;
03:13:00;1070;21;6.054;5.193;5.17;4.078;71.5;24;6.085;5.698;3000;
03:15:30;1077;20.5;5.642;4.868;4.234;4.174;45.4;42.8;6.037;4.665;3000;
03:18:00;1078;20.2;5.93;5.352;4.454;4.159;52.1;38.8;6.008;4.901;3000;
03:20:30;1074;20.9;5.663;4.205;4.754;4.419;52.5;37.6;6.076;4.94;3000;
03:23:00;1083;24.3;6.184;5.493;4.625;4.7;42.1;45.5;6.377;4.529;3000;
03:25:30;1085;22.7;5.883;5.069;4.727;4.205;56.5;33.5;6.241;5.128;3000;
03:28:00;1087;21.5;5.875;4.89;4.883;4.29;59.2;32.7;6.133;5.197;3000;
03:30:30;1090;21.5;5.802;5.024;4.644;4.111;58.1;34.1;6.133;5.139;3000;
03:33:00;1086;22.3;5.908;5.159;4.691;4.22;56.2;35.1;6.206;5.077;3000;
03:35:30;1088;25.3;6.763;6.205;5.677;4.159;78.9;17.3;6.458;6.123;3000;
03:38:00;1094;24.5;5.799;4.99;4.682;4.094;59;32.8;6.394;5.193;3000;
03:40:30;1096;26.3;6.845;6.413;5.493;4.234;73.9;21;6.536;5.864;3000;
03:43:00;1032;89.1;8.822;8.777;5.273;4.344;65.2;25.8;8.976;5.534;3000;
03:45:30;991;70.4;7.682;7.478;5.704;4.234;75.2;17.3;8.505;6.075;3000;
03:48:00;1020;43.3;7.422;7.014;5.638;5.298;50.2;35.7;7.533;4.945;3000;
03:50:30;1049;37.1;7.002;6.663;4.407;5.112;25.9;52.5;7.224;3.9;3000;
03:53:00;1069;28.6;6.683;6.252;4.682;4.644;38.6;37.1;6.703;4.642;3000;
03:55:30;1075;23.8;5.991;5.338;3.638;4.787;19.8;62.5;6.336;3.456;3000;
03:58:00;1073;23.2;5.914;4.97;3.689;5.017;17.7;66.8;6.285;3.277;3000;
04:00:30;1072;21.1;5.852;4.554;4.554;4.771;37.5;46.6;6.095;4.388;3000;
04:03:00;1068;19.4;5.541;3.932;3.689;4.898;19.6;65.7;5.927;3.398;3000;
04:05:30;1066;20;5.82;4.997;3.219;4.868;13.2;68.8;5.988;2.955;3000;
04:08:00;1065;21.6;5.775;4.812;3.367;4.883;14.6;66.3;6.142;3.091;3000;
04:10:30;1066;21.7;6.038;5.352;3.664;4.898;18.8;64.4;6.151;3.371;3000;
04:13:00;1067;22.6;6.491;6.209;3.526;4.585;21;60.5;6.232;3.547;3000;
04:15:30;1074;25.3;6.436;6.043;4.29;4.682;36;53.2;6.458;4.214;3000;
04:18:00;1077;23.5;5.996;5.472;4.078;4.454;36;52.4;6.31;4.228;3000;
04:20:30;1071;20;5.793;5.043;3.807;4.644;26;60.1;5.988;3.768;3000;
04:23:00;1077;19.8;5.652;4.844;3.178;4.718;15.2;70.9;5.968;3.063;3000;
04:25:30;1077;22.3;5.969;5.352;4.007;4.635;30.6;57.2;6.206;3.978;3000;
